Категория;Секция;Подкатегория;Услуга;Описание;HTML_Opis;Цена;Срок выполнения;Примечания;Ссылка
Wymiana tuszy, regeneracja tonerów;Naprawy i usługi serwisowe (opcjonalne);Skaner / ADF;Czyszczenie czujników skanera (Usuwa pasy);Wymiana tuszy i profesjonalna regeneracja tonerów.;<p>Czyszczenie czujników skanera (Usuwa pasy)</p><br><p>Wymiana tuszy i profesjonalna regeneracja tonerów.</p>;70 / 110 / 150;1-2 dni;;
Wymiana tuszy, regeneracja tonerów;Naprawy i usługi serwisowe (opcjonalne);Skaner / ADF;Wymiana lampy skanera (Równomierne oświetlenie);Wymiana tuszy i profesjonalna regeneracja tonerów.;<p>Wymiana lampy skanera (Równomierne oświetlenie)</p><br><p>Wymiana tuszy i profesjonalna regeneracja tonerów.</p>;120 / 170 / 220;1-3 dni;;
Wymiana tuszy, regeneracja tonerów;Naprawy i usługi serwisowe (opcjonalne);Skaner / ADF;Wymiana przewodu skanera (Usuwa przerwy);Wymiana tuszy i profesjonalna regeneracja tonerów.;<p>Wymiana przewodu skanera (Usuwa przerwy)</p><br><p>Wymiana tuszy i profesjonalna regeneracja tonerów.</p>;120 / 170 / 220;1-3 dni;;
Wymiana tuszy, regeneracja tonerów;Naprawy i usługi serwisowe (opcjonalne);Skaner / ADF;Naprawa zawiasów pokrywy (Stabilizuje docisk);Wymiana tuszy i profesjonalna regeneracja tonerów.;<p>Naprawa zawiasów pokrywy (Stabilizuje docisk)</p><br><p>Wymiana tuszy i profesjonalna regeneracja tonerów.</p>;90 / 140 / 190;1-3 dni;;
Wymiana tuszy, regeneracja tonerów;Naprawy i usługi serwisowe (opcjonalne);Skaner / ADF;Czyszczenie rolek ADF (Usuwa poślizgi);Wymiana tuszy i profesjonalna regeneracja tonerów.;<p>Czyszczenie rolek ADF (Usuwa poślizgi)</p><br><p>Wymiana tuszy i profesjonalna regeneracja tonerów.</p>;80 / 120 / 160;1-2 dni;;
Wymiana tuszy, regeneracja tonerów;Naprawy i usługi serwisowe (opcjonalne);Skaner / ADF;Wymiana rolek ADF (Zmniejsza zaciągnięcia);Wymiana tuszy i profesjonalna regeneracja tonerów.;<p>Wymiana rolek ADF (Zmniejsza zaciągnięcia)</p><br><p>Wymiana tuszy i profesjonalna regeneracja tonerów.</p>;120 / 170 / 220;1-3 dni;;
Wymiana tuszy, regeneracja tonerów;Naprawy i usługi serwisowe (opcjonalne);Skaner / ADF;Czyszczenie toru ADF (Usuwa zaciągnięcia);Wymiana tuszy i profesjonalna regeneracja tonerów.;<p>Czyszczenie toru ADF (Usuwa zaciągnięcia)</p><br><p>Wymiana tuszy i profesjonalna regeneracja tonerów.</p>;80 / 120 / 160;1-2 dni;;
Wymiana tuszy, regeneracja tonerów;Naprawy i usługi serwisowe (opcjonalne);Skaner / ADF;Kalibracja ADF (Wyrównuje skos);Wymiana tuszy i profesjonalna regeneracja tonerów.;<p>Kalibracja ADF (Wyrównuje skos)</p><br><p>Wymiana tuszy i profesjonalna regeneracja tonerów.</p>;70 / 110 / 150;1-2 dni;;
Wymiana tuszy, regeneracja tonerów;Naprawy i usługi serwisowe (opcjonalne);Skaner / ADF;Naprawa czujników ADF (Usuwa błędy);Wymiana tuszy i profesjonalna regeneracja tonerów.;<p>Naprawa czujników ADF (Usuwa błędy)</p><br><p>Wymiana tuszy i profesjonalna regeneracja tonerów.</p>;90 / 140 / 190;1-3 dni;;
Wymiana tuszy, regeneracja tonerów;Naprawy i usługi serwisowe (opcjonalne);Skaner / ADF;Wymiana paska ADF (Przywraca płynny ruch);Wymiana tuszy i profesjonalna regeneracja tonerów.;<p>Wymiana paska ADF (Przywraca płynny ruch)</p><br><p>Wymiana tuszy i profesjonalna regeneracja tonerów.</p>;140 / 190 / 240;1-3 dni;;
Wymiana tuszy, regeneracja tonerów;Naprawy i usługi serwisowe (opcjonalne);Skaner / ADF;Diagnostyka CIS/CCD (Weryfikacja modułu);Wymiana tuszy i profesjonalna regeneracja tonerów.;<p>Diagnostyka CIS/CCD (Weryfikacja modułu)</p><br><p>Wymiana tuszy i profesjonalna regeneracja tonerów.</p>;60 / 90 / 120;1 dzień;;
Wymiana tuszy, regeneracja tonerów;Naprawy i usługi serwisowe (opcjonalne);Skaner / ADF;Wymiana modułu CIS/CCD (Przywraca jakość);Wymiana tuszy i profesjonalna regeneracja tonerów.;<p>Wymiana modułu CIS/CCD (Przywraca jakość)</p><br><p>Wymiana tuszy i profesjonalna regeneracja tonerów.</p>;220 / 290 / 360;2-5 dni;;
Wymiana tuszy, regeneracja tonerów;Naprawy i usługi serwisowe (opcjonalne);Skaner / ADF;Wymiana szkła skanera (Gdy pęknięte);Wymiana tuszy i profesjonalna regeneracja tonerów.;<p>Wymiana szkła skanera (Gdy pęknięte)</p><br><p>Wymiana tuszy i profesjonalna regeneracja tonerów.</p>;150 / 200 / 250;2-5 dni;;
Wymiana tuszy, regeneracja tonerów;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie i konfiguracja;Instalacja sterowników (Konfiguracja sieci);Wymiana tuszy i profesjonalna regeneracja tonerów.;<p>Instalacja sterowników (Konfiguracja sieci)</p><br><p>Wymiana tuszy i profesjonalna regeneracja tonerów.</p>;50 / 100 / 150;1-2 dni;;
Wymiana tuszy, regeneracja tonerów;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie i konfiguracja;Instalacja aplikacji mobilnych (Drukowanie ze smartfona);Wymiana tuszy i profesjonalna regeneracja tonerów.;<p>Instalacja aplikacji mobilnych (Drukowanie ze smartfona)</p><br><p>Wymiana tuszy i profesjonalna regeneracja tonerów.</p>;50 / 80 / 110;1 dzień;;
Wymiana tuszy, regeneracja tonerów;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie i konfiguracja;Aktualizacja firmware (Usuwa błędy);Wymiana tuszy i profesjonalna regeneracja tonerów.;<p>Aktualizacja firmware (Usuwa błędy)</p><br><p>Wymiana tuszy i profesjonalna regeneracja tonerów.</p>;80 / 120 / 160;1-2 dni;;
Wymiana tuszy, regeneracja tonerów;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie i konfiguracja;Reset liczników serwisowych (Odblokowuje funkcje);Wymiana tuszy i profesjonalna regeneracja tonerów.;<p>Reset liczników serwisowych (Odblokowuje funkcje)</p><br><p>Wymiana tuszy i profesjonalna regeneracja tonerów.</p>;60 / 90 / 120;1 dzień;;
Wymiana tuszy, regeneracja tonerów;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie i konfiguracja;Przywrócenie ustawień fabrycznych (Rozwiązuje problemy);Wymiana tuszy i profesjonalna regeneracja tonerów.;<p>Przywrócenie ustawień fabrycznych (Rozwiązuje problemy)</p><br><p>Wymiana tuszy i profesjonalna regeneracja tonerów.</p>;60 / 90 / 120;1 dzień;;
Wymiana tuszy, regeneracja tonerów;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie i konfiguracja;Usunięcie błędów systemowych (Drukarka wraca do pracy);Wymiana tuszy i profesjonalna regeneracja tonerów.;<p>Usunięcie błędów systemowych (Drukarka wraca do pracy)</p><br><p>Wymiana tuszy i profesjonalna regeneracja tonerów.</p>;80 / 120 / 160;1-2 dni;;
Wymiana tuszy, regeneracja tonerów;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie i konfiguracja;Usuwanie konfliktów sterowników (Przywraca komunikację);Wymiana tuszy i profesjonalna regeneracja tonerów.;<p>Usuwanie konfliktów sterowników (Przywraca komunikację)</p><br><p>Wymiana tuszy i profesjonalna regeneracja tonerów.</p>;50 / 80 / 110;1 dzień;;
Wymiana tuszy, regeneracja tonerów;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie i konfiguracja;Konfiguracja skanowania do komputera (SMB/FTP);Wymiana tuszy i profesjonalna regeneracja tonerów.;<p>Konfiguracja skanowania do komputera (SMB/FTP)</p><br><p>Wymiana tuszy i profesjonalna regeneracja tonerów.</p>;70 / 110 / 150;1-2 dni;;
Wymiana tuszy, regeneracja tonerów;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie i konfiguracja;Konfiguracja skanowania do e-mail (SMTP/Cloud);Wymiana tuszy i profesjonalna regeneracja tonerów.;<p>Konfiguracja skanowania do e-mail (SMTP/Cloud)</p><br><p>Wymiana tuszy i profesjonalna regeneracja tonerów.</p>;100 / 150 / 200;1-2 dni;;
Wymiana tuszy, regeneracja tonerów;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie i konfiguracja;Konfiguracja panelu webowego (Ustawienia sieci);Wymiana tuszy i profesjonalna regeneracja tonerów.;<p>Konfiguracja panelu webowego (Ustawienia sieci)</p><br><p>Wymiana tuszy i profesjonalna regeneracja tonerów.</p>;60 / 100 / 140;1 dzień;;
Wymiana tuszy, regeneracja tonerów;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie i konfiguracja;Migracja drukarki (Nowy komputer);Wymiana tuszy i profesjonalna regeneracja tonerów.;<p>Migracja drukarki (Nowy komputer)</p><br><p>Wymiana tuszy i profesjonalna regeneracja tonerów.</p>;80 / 120 / 160;1 dzień;;
Wymiana tuszy, regeneracja tonerów;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie i konfiguracja;Zabezpieczenie dostępu (PIN/hasło);Wymiana tuszy i profesjonalna regeneracja tonerów.;<p>Zabezpieczenie dostępu (PIN/hasło)</p><br><p>Wymiana tuszy i profesjonalna regeneracja tonerów.</p>;60 / 90 / 120;1 dzień;;
Wymiana tuszy, regeneracja tonerów;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie i konfiguracja;Szkolenie użytkownika (Podstawowa obsługa);Wymiana tuszy i profesjonalna regeneracja tonerów.;<p>Szkolenie użytkownika (Podstawowa obsługa)</p><br><p>Wymiana tuszy i profesjonalna regeneracja tonerów.</p>;30 / 50 / 70;Na życzenie;;
Wymiana tuszy, regeneracja tonerów;Naprawy i usługi serwisowe (opcjonalne);Oprogramowanie i konfiguracja;Wsparcie zdalne (Konfiguracja/diagnostyka);Wymiana tuszy i profesjonalna regeneracja tonerów.;<p>Wsparcie zdalne (Konfiguracja/diagnostyka)</p><br><p>Wymiana tuszy i profesjonalna regeneracja tonerów.</p>;120 zł/godz;1-2 dni;;
Wymiana tuszy, regeneracja tonerów;Naprawy i usługi serwisowe (opcjonalne);Usługi dodatkowe;Czyszczenie po silnym zalaniu tonerem (Pełna dekontaminacja);Wymiana tuszy i profesjonalna regeneracja tonerów.;<p>Czyszczenie po silnym zalaniu tonerem (Pełna dekontaminacja)</p><br><p>Wymiana tuszy i profesjonalna regeneracja tonerów.</p>;200 / 280 / 360;1-3 dni;;
Wymiana tuszy, regeneracja tonerów;Naprawy i usługi serwisowe (opcjonalne);Usługi dodatkowe;Ocena stanu urządzenia przed zakupem (Ekspertyza);Wymiana tuszy i profesjonalna regeneracja tonerów.;<p>Ocena stanu urządzenia przed zakupem (Ekspertyza)</p><br><p>Wymiana tuszy i profesjonalna regeneracja tonerów.</p>;40 / 60 / 80;1 dzień;;
Wymiana tuszy, regeneracja tonerów;Naprawy i usługi serwisowe (opcjonalne);Usługi dodatkowe;Drukarka zastępcza (Na czas naprawy);Wymiana tuszy i profesjonalna regeneracja tonerów.;<p>Drukarka zastępcza (Na czas naprawy)</p><br><p>Wymiana tuszy i profesjonalna regeneracja tonerów.</p>;Link;-;;
Wymiana tuszy, regeneracja tonerów;Naprawy i usługi serwisowe (opcjonalne);Usługi dodatkowe;Odnowienie obudowy (Bielenie UV);Wymiana tuszy i profesjonalna regeneracja tonerów.;<p>Odnowienie obudowy (Bielenie UV)</p><br><p>Wymiana tuszy i profesjonalna regeneracja tonerów.</p>;70 / 90 / 120;1-5 dni;;
Wymiana tuszy, regeneracja tonerów;Najczęściej zadawane pytania (FAQ);Czy warto naprawiać, czy lepiej kupić nowe?;Czy warto naprawiać, czy lepiej kupić nowe?;To zależy od usterki i dostępności części. Zawsze wykonujemy bezpłatną diagnozę wstępną i informujemy, czy naprawa jest opłacalna. Jeżeli naprawa się nie opłaca – powiemy to otwarcie.;<p>To zależy od usterki i dostępności części. Zawsze wykonujemy bezpłatną diagnozę wstępną i informujemy, czy naprawa jest opłacalna. Jeżeli naprawa się nie opłaca – powiemy to otwarcie.</p>;;;;
Wymiana tuszy, regeneracja tonerów;Najczęściej zadawane pytania (FAQ);Jak wygląda proces naprawy?;Jak wygląda proces naprawy?;Najpierw przeprowadzamy szybką diagnostykę, przygotowujemy wycenę, a po jej akceptacji przystępujemy do naprawy. W razie potrzeby zamawiamy niezbędne części i informujemy o czasie realizacji.;<p>Najpierw przeprowadzamy szybką diagnostykę, przygotowujemy wycenę, a po jej akceptacji przystępujemy do naprawy. W razie potrzeby zamawiamy niezbędne części i informujemy o czasie realizacji.</p>;;;;
Wymiana tuszy, regeneracja tonerów;Najczęściej zadawane pytania (FAQ);Ile trwa naprawa?;Ile trwa naprawa?;"Typowo 1–3 dni robocze. Gdy trzeba zamówić części lub usterka jest złożona (np. płyta główna), czas może być dłuższy; na bieżąco informujemy o statusie.";"<p>Typowo 1–3 dni robocze. Gdy trzeba zamówić części lub usterka jest złożona (np. płyta główna), czas może być dłuższy; na bieżąco informujemy o statusie.</p>";;;;
Wymiana tuszy, regeneracja tonerów;Najczęściej zadawane pytania (FAQ);Czy oferujecie dojazd do Klienta? Czy mogę samodzielnie dostarczyć urządzenie do naprawy?;Czy oferujecie dojazd do Klienta? Czy mogę samodzielnie dostarczyć urządzenie do naprawy?;Tak, świadczymy usługi serwisowe we Wrocławiu i okolicach.  Dojazd serwisanta i diagnoza są GRATIS, jeśli Klient akceptuje zaproponowany koszt naprawy. W przypadku prostych usterek możemy naprawić urządzenie na miejscu, a jeśli zajdzie taka potrzeba – zabierzemy je do naszego serwisu.  W przypadku rezygnacji z naprawy koszt wizyty wynosi 50 zł brutto (czas + dojazd serwisanta).  Oczywiście mogą Państwo również samodzielnie dostarczyć urządzenie do naszej siedziby we Wrocławiu. Na miejscu zapewniamy kompleksową, szybką i bezpłatną diagnostykę w obecności Klienta, miłe przywitanie oraz darmową kawę lub herbatę.;<p>Tak, świadczymy usługi serwisowe we Wrocławiu i okolicach.</p><br><p>Dojazd serwisanta i diagnoza są GRATIS, jeśli Klient akceptuje zaproponowany koszt naprawy. W przypadku prostych usterek możemy naprawić urządzenie na miejscu, a jeśli zajdzie taka potrzeba – zabierzemy je do naszego serwisu.</p><br><p>W przypadku rezygnacji z naprawy koszt wizyty wynosi 50 zł brutto (czas + dojazd serwisanta).</p><br><p>Oczywiście mogą Państwo również samodzielnie dostarczyć urządzenie do naszej siedziby we Wrocławiu. Na miejscu zapewniamy kompleksową, szybką i bezpłatną diagnostykę w obecności Klienta, miłe przywitanie oraz darmową kawę lub herbatę.</p>;;;;
Wymiana tuszy, regeneracja tonerów;Najczęściej zadawane pytania (FAQ);Czy mogę dostarczyć urządzenie kurierem?;Czy mogę dostarczyć urządzenie kurierem?;Tak. Otrzymasz od nas instrukcję bezpiecznego pakowania.  Po naprawie odeślemy urządzenie do Ciebie.;<p>Tak. Otrzymasz od nas instrukcję bezpiecznego pakowania.</p><br><p>Po naprawie odeślemy urządzenie do Ciebie.</p>;;;;
Wymiana tuszy, regeneracja tonerów;Najczęściej zadawane pytania (FAQ);Czy naprawa wpływa na gwarancję producenta?;Czy naprawa wpływa na gwarancję producenta?;Jeżeli naprawa wymaga działań naruszających warunki gwarancji — poinformujemy Cię o tym przed jej wykonaniem.;<p>Jeżeli naprawa wymaga działań naruszających warunki gwarancji — poinformujemy Cię o tym przed jej wykonaniem.</p>;;;;
Wymiana tuszy, regeneracja tonerów;Najczęściej zadawane pytania (FAQ);Czy udzielacie gwarancji na naprawy?;Czy udzielacie gwarancji na naprawy?;Tak. **3–12 miesięcy**, w zależności od rodzaju naprawy i wymienionych części.;<p>Tak. <strong>3–12 miesięcy</strong>, w zależności od rodzaju naprawy i wymienionych części.</p>;;;;
Wymiana tuszy, regeneracja tonerów;Najczęściej zadawane pytania (FAQ);Czy naprawiacie komputery / drukarki wszystkich marek?;Czy naprawiacie komputery / drukarki wszystkich marek?;Tak. Naprawiamy m.in. HP, Dell, Lenovo, ASUS, Acer, MSI, Apple i inne.;<p>Tak. Naprawiamy m.in. HP, Dell, Lenovo, ASUS, Acer, MSI, Apple i inne.</p>;;;;
Wymiana tuszy, regeneracja tonerów;Najczęściej zadawane pytania (FAQ);Czy oferujecie drukarkę zastępczą na czas naprawy?;Czy oferujecie drukarkę zastępczą na czas naprawy?;Tak. W razie potrzeby zapewniamy drukarkę zastępczą — bez przestoju w pracy.;<p>Tak. W razie potrzeby zapewniamy drukarkę zastępczą — bez przestoju w pracy.</p>;;;;
Wymiana tuszy, regeneracja tonerów;Najczęściej zadawane pytania (FAQ);Czy utracę dane?;Czy utracę dane?;Nie — w naprawach systemowych i mechanicznych chronimy dane. Przy operacjach ryzykownych (np. wymiana dysku, reinstalacja po awarii) proponujemy backup lub odzysk danych przed pracami.;<p>Nie — w naprawach systemowych i mechanicznych chronimy dane. Przy operacjach ryzykownych (np. wymiana dysku, reinstalacja po awarii) proponujemy backup lub odzysk danych przed pracami.</p>;;;;
Wymiana tuszy, regeneracja tonerów;Najczęściej zadawane pytania (FAQ);Czy odzyskacie dane po awarii?;Czy odzyskacie dane po awarii?;Tak — od prostych przypadków (logiczne uszkodzenia) po bardziej złożone (nośnik uszkodzony). Zawsze informujemy o szansach i kosztach przed startem prac.;<p>Tak — od prostych przypadków (logiczne uszkodzenia) po bardziej złożone (nośnik uszkodzony). Zawsze informujemy o szansach i kosztach przed startem prac.</p>;;;;
Wymiana tuszy, regeneracja tonerów;Najczęściej zadawane pytania (FAQ);Czy naprawiacie po zalaniu?;Czy naprawiacie po zalaniu?;Tak. Wykonujemy mycie płyty w myjce ultradźwiękowej, usuwamy korozję, wymieniamy uszkodzone elementy. Czas i koszt zależą od skali, im szybciej sprzęt trafi do serwisu, tym większa szansa powodzenia.;<p>Tak. Wykonujemy mycie płyty w myjce ultradźwiękowej, usuwamy korozję, wymieniamy uszkodzone elementy. Czas i koszt zależą od skali, im szybciej sprzęt trafi do serwisu, tym większa szansa powodzenia.</p>;;;;
Wymiana tuszy, regeneracja tonerów;Najczęściej zadawane pytania (FAQ);To ceny brutto czy netto?;To ceny brutto czy netto?;Wszystkie podane ceny są **brutto (z VAT)**.;<p>Wszystkie podane ceny są <strong>brutto (z VAT)</strong>.</p>;;;;
Odkup Komputerów i Laptopów;Diagnoza i wycena;;Wstępna diagnoza i wycena online (Opis problemu przez WhatsApp/stronę internetową/telefon - pomożemy ustalić, czy naprawa się opłaca);Odkup używanych komputerów i laptopów.;<p>Wstępna diagnoza i wycena online (Opis problemu przez WhatsApp/stronę internetową/telefon - pomożemy ustalić, czy naprawa się opłaca)</p><br><p>Odkup używanych komputerów i laptopów.</p>;GRATIS;15 min;GRATIS;
Odkup Komputerów i Laptopów;Diagnoza i wycena;;Diagnoza i wycena naprawy (przy dostawie do serwisu) (również w razie rezygnacji z naprawy);Odkup używanych komputerów i laptopów.;<p>Diagnoza i wycena naprawy (przy dostawie do serwisu) (również w razie rezygnacji z naprawy)</p><br><p>Odkup używanych komputerów i laptopów.</p>;GRATIS;24 h;GRATIS;
Odkup Komputerów i Laptopów;Diagnoza i wycena;;Diagnoza i wycena w formie pisemnej (bez naprawy, np. dla ubezpieczyciela);Odkup używanych komputerów i laptopów.;<p>Diagnoza i wycena w formie pisemnej (bez naprawy, np. dla ubezpieczyciela)</p><br><p>Odkup używanych komputerów i laptopów.</p>;50 / 70 / 90;1-3 dni;GRATIS;
Odkup Komputerów i Laptopów;Diagnoza i wycena;;Usługi w trybie ekspresowym (do 24 godzin, stawka z cennika);Odkup używanych komputerów i laptopów.;<p>Usługi w trybie ekspresowym (do 24 godzin, stawka z cennika)</p><br><p>Odkup używanych komputerów i laptopów.</p>;+ 100% do ceny;24 h;GRATIS;
Odkup Komputerów i Laptopów;Dojazd;;Dojazd (przy zleceniu naprawy) (Wrocław do 10 km, w tym diagnoza);Odkup używanych komputerów i laptopów.;<p>Dojazd (przy zleceniu naprawy) (Wrocław do 10 km, w tym diagnoza)</p><br><p>Odkup używanych komputerów i laptopów.</p>;GRATIS;1-3 dni;GRATIS;
Odkup Komputerów i Laptopów;Dojazd;;Dojazd (przy rezygnacji z naprawy) (Wrocław do 10 km, diagnoza + naprawy do 15 min);Odkup używanych komputerów i laptopów.;<p>Dojazd (przy rezygnacji z naprawy) (Wrocław do 10 km, diagnoza + naprawy do 15 min)</p><br><p>Odkup używanych komputerów i laptopów.</p>;50 / 80 / 100;1-3 dni;GRATIS;
Odkup Komputerów i Laptopów;Dojazd;;Dojazd (powyżej 10 km) (liczony w obie strony);Odkup używanych komputerów i laptopów.;<p>Dojazd (powyżej 10 km) (liczony w obie strony)</p><br><p>Odkup używanych komputerów i laptopów.</p>;1,5 zł/km;1-3 dni;GRATIS;
